Regione per Dettaglio;Settore;Anno;S - Consolidato SPA
Marche;Pesca marittima e Acquicoltura;2009;10827140.0000
Marche;Pesca marittima e Acquicoltura;2010;10944710.0000
Marche;Pesca marittima e Acquicoltura;2011;9861770.0000
Marche;Pesca marittima e Acquicoltura;2012;8754040.0000
Marche;Pesca marittima e Acquicoltura;2013;9393590.0000
Marche;Pesca marittima e Acquicoltura;2014;8078830.0000
Marche;Pesca marittima e Acquicoltura;2015;17506850.0000
Marche;Pesca marittima e Acquicoltura;2016;14855690.0000
Marche;Pesca marittima e Acquicoltura;2017;18453980.0000
Marche;Pesca marittima e Acquicoltura;2018;17903660.0000
Marche;Pesca marittima e Acquicoltura;2019;21104100.0000
Marche;Pesca marittima e Acquicoltura;2020;25168040.0000
Marche;Pesca marittima e Acquicoltura;2021;21320180.0000
Marche;Turismo;2000;40091520.0000
Marche;Turismo;2001;42817420.0000
Marche;Turismo;2002;34851140.0000
Marche;Turismo;2003;29217250.0000
Marche;Turismo;2004;37510960.0000
Marche;Turismo;2005;32623720.0000
Marche;Turismo;2006;32495720.0000
Marche;Turismo;2007;41114600.0000
Marche;Turismo;2008;39842220.0000
Marche;Turismo;2009;34092860.0000
Marche;Turismo;2010;34321460.0000
Marche;Turismo;2011;32902820.0000
Marche;Turismo;2012;31255650.0000
Marche;Turismo;2013;27636290.0000
Marche;Turismo;2014;23803690.0000
Marche;Turismo;2015;24973940.0000
Marche;Turismo;2016;18346810.0000
Marche;Turismo;2017;39549870.0000
Marche;Turismo;2018;36222470.0000
Marche;Turismo;2019;31761130.0000
Marche;Turismo;2020;134867880.0000
Marche;Turismo;2021;206958080.0000
Marche;Commercio;2000;26815840.0000
Marche;Commercio;2001;30026900.0000
Marche;Commercio;2002;34208080.0000
Marche;Commercio;2003;27706340.0000
Marche;Commercio;2004;28564660.0000
Marche;Commercio;2005;31695870.0000
Marche;Commercio;2006;33274790.0000
Marche;Commercio;2007;43601640.0000
Marche;Commercio;2008;51420390.0000
Marche;Commercio;2009;56514360.0000
Marche;Commercio;2010;46532450.0000
Marche;Commercio;2011;44544400.0000
Marche;Commercio;2012;37588420.0000
Marche;Commercio;2013;38405870.0000
Marche;Commercio;2014;33214870.0000
Marche;Commercio;2015;26728710.0000
Marche;Commercio;2016;24442150.0000
Marche;Commercio;2017;24542750.0000
Marche;Commercio;2018;22998990.0000
Marche;Commercio;2019;30827170.0000
Marche;Commercio;2020;126890090.0000
Marche;Commercio;2021;164654730.0000
Marche;Industria e Artigianato;2000;613508060.0000
Marche;Industria e Artigianato;2001;886731660.0000
Marche;Industria e Artigianato;2002;732572730.0000
Marche;Industria e Artigianato;2003;674905660.0000
Marche;Industria e Artigianato;2004;534618270.0000
Marche;Industria e Artigianato;2005;514590720.0000
Marche;Industria e Artigianato;2006;525427790.0000
Marche;Industria e Artigianato;2007;590483610.0000
Marche;Industria e Artigianato;2008;624684950.0000
Marche;Industria e Artigianato;2009;536469220.0000
Marche;Industria e Artigianato;2010;463556580.0000
Marche;Industria e Artigianato;2011;590871060.0000
Marche;Industria e Artigianato;2012;710851250.0000
Marche;Industria e Artigianato;2013;724075580.0000
Marche;Industria e Artigianato;2014;644673150.0000
Marche;Industria e Artigianato;2015;55382690.0000
Marche;Industria e Artigianato;2016;60240180.0000
Marche;Industria e Artigianato;2017;67004000.0000
Marche;Industria e Artigianato;2018;84281300.0000
Marche;Industria e Artigianato;2019;93890830.0000
Marche;Industria e Artigianato;2020;286698010.0000
Marche;Industria e Artigianato;2021;689536650.0000
Marche;Energia;2000;924668620.0000
Marche;Energia;2001;1098338930.0000
Marche;Energia;2002;1197657800.0000
Marche;Energia;2003;1182771090.0000
Marche;Energia;2004;1480332670.0000
Marche;Energia;2005;1495624970.0000
Marche;Energia;2006;1508080720.0000
Marche;Energia;2007;1863266650.0000
Marche;Energia;2008;1766501020.0000
Marche;Energia;2009;1810973630.0000
Marche;Energia;2010;1954110150.0000
Marche;Energia;2011;2115964870.0000
Marche;Energia;2012;2189431540.0000
Marche;Energia;2013;1958693080.0000
Marche;Energia;2014;1961437140.0000
Marche;Energia;2015;1894099080.0000
Marche;Energia;2016;1665983530.0000
Marche;Energia;2017;1668515970.0000
Marche;Energia;2018;1765931880.0000
Marche;Energia;2019;1825082210.0000
Marche;Energia;2020;1580414620.0000
Marche;Energia;2021;1928535290.0000
Marche;Altre opere pubbliche;2000;0001540.0000
Marche;Altre opere pubbliche;2001;0000000.0000
Marche;Altre opere pubbliche;2002;0028920.0000
Marche;Altre opere pubbliche;2003;0336360.0000
Marche;Altre opere pubbliche;2004;0221030.0000
Marche;Altre opere pubbliche;2005;0388110.0000
Marche;Altre opere pubbliche;2006;11887830.0000
Marche;Altre opere pubbliche;2007;0233170.0000
Marche;Altre opere pubbliche;2008;1871580.0000
Marche;Altre opere pubbliche;2009;2037070.0000
Marche;Altre opere pubbliche;2010;1878200.0000
Marche;Altre opere pubbliche;2011;4802480.0000
Marche;Altre opere pubbliche;2012;8380150.0000
Marche;Altre opere pubbliche;2013;2361150.0000
Marche;Altre opere pubbliche;2014;1920770.0000
Marche;Altre opere pubbliche;2015;1941880.0000
Marche;Altre opere pubbliche;2016;1726790.0000
Marche;Altre opere pubbliche;2017;1008450.0000
Marche;Altre opere pubbliche;2018;1150870.0000
Marche;Altre opere pubbliche;2019;0828770.0000
Marche;Altre opere pubbliche;2020;0828310.0000
Marche;Altre opere pubbliche;2021;0897850.0000
Marche;Altre in campo economico;2000;565441990.0000
Marche;Altre in campo economico;2001;653448530.0000
Marche;Altre in campo economico;2002;704096780.0000
Marche;Altre in campo economico;2003;655230580.0000
Marche;Altre in campo economico;2004;723793860.0000
Marche;Altre in campo economico;2005;505827790.0000
Marche;Altre in campo economico;2006;844699800.0000
Marche;Altre in campo economico;2007;527478700.0000
Marche;Altre in campo economico;2008;525563250.0000
Marche;Altre in campo economico;2009;538095170.0000
Marche;Altre in campo economico;2010;607998980.0000
Marche;Altre in campo economico;2011;853947330.0000
Marche;Altre in campo economico;2012;873833320.0000
Marche;Altre in campo economico;2013;641892470.0000
Marche;Altre in campo economico;2014;868351560.0000
Marche;Altre in campo economico;2015;719113390.0000
Marche;Altre in campo economico;2016;639391630.0000
Marche;Altre in campo economico;2017;978328760.0000
Marche;Altre in campo economico;2018;716881660.0000
Marche;Altre in campo economico;2019;1293091030.0000
Marche;Altre in campo economico;2020;952302200.0000
Marche;Altre in campo economico;2021;816224080.0000
Marche;Oneri non ripartibili;2000;527309500.0000
Marche;Oneri non ripartibili;2001;664419750.0000
Marche;Oneri non ripartibili;2002;770023360.0000
Marche;Oneri non ripartibili;2003;520481880.0000
Marche;Oneri non ripartibili;2004;419846360.0000
Marche;Oneri non ripartibili;2005;542619760.0000
Marche;Oneri non ripartibili;2006;535807370.0000
Marche;Oneri non ripartibili;2007;659370580.0000
Marche;Oneri non ripartibili;2008;1063090400.0000
Marche;Oneri non ripartibili;2009;811974240.0000
Marche;Oneri non ripartibili;2010;708075520.0000
Marche;Oneri non ripartibili;2011;857842220.0000
Marche;Oneri non ripartibili;2012;944406100.0000
Marche;Oneri non ripartibili;2013;950701740.0000
Marche;Oneri non ripartibili;2014;773168000.0000
Marche;Oneri non ripartibili;2015;602724130.0000
Marche;Oneri non ripartibili;2016;612631710.0000
Marche;Oneri non ripartibili;2017;556862140.0000
Marche;Oneri non ripartibili;2018;604785340.0000
Marche;Oneri non ripartibili;2019;630716370.0000
Marche;Oneri non ripartibili;2020;684970130.0000
Marche;Oneri non ripartibili;2021;746272530.0000
Lazio;Amministrazione Generale;2000;8029790480.0000
Lazio;Amministrazione Generale;2001;11120526020.0000
Lazio;Amministrazione Generale;2002;10633122940.0000
Lazio;Amministrazione Generale;2003;12524097980.0000
Lazio;Amministrazione Generale;2004;11032983970.0000
Lazio;Amministrazione Generale;2005;10942983890.0000
Lazio;Amministrazione Generale;2006;10621866590.0000
Lazio;Amministrazione Generale;2007;11367585520.0000
Lazio;Amministrazione Generale;2008;12726211140.0000
Lazio;Amministrazione Generale;2009;14357789510.0000
Lazio;Amministrazione Generale;2010;13600005150.0000
Lazio;Amministrazione Generale;2011;12799661720.0000
Lazio;Amministrazione Generale;2012;13031281500.0000
Lazio;Amministrazione Generale;2013;15849693090.0000
Lazio;Amministrazione Generale;2014;16568534620.0000
Lazio;Amministrazione Generale;2015;17222152180.0000
Lazio;Amministrazione Generale;2016;17364465310.0000
Lazio;Amministrazione Generale;2017;17315226910.0000
Lazio;Amministrazione Generale;2018;18528415210.0000
Lazio;Amministrazione Generale;2019;18197359390.0000
Lazio;Amministrazione Generale;2020;18004116310.0000
Lazio;Amministrazione Generale;2021;19651790340.0000
Lazio;Difesa;2000;2293033280.0000
Lazio;Difesa;2001;2220361360.0000
Lazio;Difesa;2002;2248547250.0000
Lazio;Difesa;2003;2497181040.0000
Lazio;Difesa;2004;2596083770.0000
Lazio;Difesa;2005;2694490220.0000
Lazio;Difesa;2006;2861729640.0000
Lazio;Difesa;2007;2918013550.0000
Lazio;Difesa;2008;3457750000.0000
Lazio;Difesa;2009;3539101230.0000
Lazio;Difesa;2010;2912897220.0000
Lazio;Difesa;2011;3791826680.0000
Lazio;Difesa;2012;3693954890.0000
Lazio;Difesa;2013;3530324310.0000
Lazio;Difesa;2014;3585047800.0000
Lazio;Difesa;2015;3385791520.0000
Lazio;Difesa;2016;3361917740.0000
Lazio;Difesa;2017;3787853780.0000
Lazio;Difesa;2018;3652985620.0000
Lazio;Difesa;2019;3642866140.0000
Lazio;Difesa;2020;3606519300.0000
Lazio;Difesa;2021;3726429360.0000
Lazio;Sicurezza pubblica;2000;2341432910.0000
Lazio;Sicurezza pubblica;2001;2418747200.0000
Lazio;Sicurezza pubblica;2002;2101367790.0000
Lazio;Sicurezza pubblica;2003;2446430190.0000
Lazio;Sicurezza pubblica;2004;2795703300.0000
Lazio;Sicurezza pubblica;2005;3183383320.0000
Lazio;Sicurezza pubblica;2006;3012869450.0000
Lazio;Sicurezza pubblica;2007;2932869650.0000
Lazio;Sicurezza pubblica;2008;2595533220.0000
Lazio;Sicurezza pubblica;2009;3336583990.0000
Lazio;Sicurezza pubblica;2010;3438305040.0000
Lazio;Sicurezza pubblica;2011;3605308080.0000
Lazio;Sicurezza pubblica;2012;3513616420.0000
Lazio;Sicurezza pubblica;2013;3378380500.0000
Lazio;Sicurezza pubblica;2014;3319346220.0000
Lazio;Sicurezza pubblica;2015;3240016440.0000
Lazio;Sicurezza pubblica;2016;3166982400.0000
Lazio;Sicurezza pubblica;2017;3157304980.0000
Lazio;Sicurezza pubblica;2018;3316940280.0000
Lazio;Sicurezza pubblica;2019;3249657980.0000
Lazio;Sicurezza pubblica;2020;3432554590.0000
Lazio;Sicurezza pubblica;2021;3592836790.0000
Lazio;Giustizia;2000;642949010.0000
Lazio;Giustizia;2001;681320650.0000
Lazio;Giustizia;2002;918885020.0000
Lazio;Giustizia;2003;949296230.0000
Lazio;Giustizia;2004;970446600.0000
Lazio;Giustizia;2005;860798780.0000
Lazio;Giustizia;2006;878256800.0000
Lazio;Giustizia;2007;964726050.0000
Lazio;Giustizia;2008;857230570.0000
Lazio;Giustizia;2009;930159790.0000
Lazio;Giustizia;2010;868126380.0000
Lazio;Giustizia;2011;891728540.0000
Lazio;Giustizia;2012;854886430.0000
Lazio;Giustizia;2013;885598820.0000
Lazio;Giustizia;2014;846875400.0000
Lazio;Giustizia;2015;845802450.0000
Lazio;Giustizia;2016;853068740.0000
Lazio;Giustizia;2017;867641610.0000
Lazio;Giustizia;2018;921576950.0000
Lazio;Giustizia;2019;949028950.0000
Lazio;Giustizia;2020;928135260.0000
Lazio;Giustizia;2021;951617610.0000
Lazio;Istruzione;2000;3765480770.0000
Lazio;Istruzione;2001;4251651710.0000
Lazio;Istruzione;2002;3946421350.0000
Lazio;Istruzione;2003;4349043820.0000
Lazio;Istruzione;2004;4482475580.0000
Lazio;Istruzione;2005;4356209970.0000
Lazio;Istruzione;2006;4739631880.0000
Lazio;Istruzione;2007;4592149990.0000
Lazio;Istruzione;2008;4858384430.0000
Lazio;Istruzione;2009;5079589540.0000
Lazio;Istruzione;2010;5024772350.0000
Lazio;Istruzione;2011;4747894700.0000
Lazio;Istruzione;2012;4606265430.0000
Lazio;Istruzione;2013;4556581870.0000
Lazio;Istruzione;2014;4456532150.0000
Lazio;Istruzione;2015;4473989590.0000
Lazio;Istruzione;2016;4510132750.0000
Lazio;Istruzione;2017;4634057070.0000
Lazio;Istruzione;2018;4780949500.0000
Lazio;Istruzione;2019;4492206240.0000
Lazio;Istruzione;2020;4752726500.0000
Lazio;Istruzione;2021;5151853380.0000
Lazio;Formazione;2000;93950500.0000
Lazio;Formazione;2001;89903050.0000
Lazio;Formazione;2002;122818830.0000
Lazio;Formazione;2003;71104370.0000
Lazio;Formazione;2004;104401390.0000
Lazio;Formazione;2005;107161080.0000
Lazio;Formazione;2006;105667460.0000
Lazio;Formazione;2007;153798580.0000
Lazio;Formazione;2008;157119660.0000
Lazio;Formazione;2009;123111450.0000
Lazio;Formazione;2010;138466060.0000
Lazio;Formazione;2011;98614460.0000
Lazio;Formazione;2012;100715600.0000
Lazio;Formazione;2013;107404130.0000
Lazio;Formazione;2014;98903140.0000
Lazio;Formazione;2015;90193330.0000
Lazio;Formazione;2016;85298160.0000
Lazio;Formazione;2017;78891490.0000
Lazio;Formazione;2018;89440080.0000
Lazio;Formazione;2019;75714100.0000
Lazio;Formazione;2020;73434920.0000
Lazio;Formazione;2021;73998160.0000
Lazio;Ricerca e Sviluppo;2000;1077439470.0000
Lazio;Ricerca e Sviluppo;2001;1187128250.0000
Lazio;Ricerca e Sviluppo;2002;1151373590.0000
Lazio;Ricerca e Sviluppo;2003;1344201210.0000
Lazio;Ricerca e Sviluppo;2004;1180577360.0000
Lazio;Ricerca e Sviluppo;2005;1242273710.0000
Lazio;Ricerca e Sviluppo;2006;1287641650.0000
Lazio;Ricerca e Sviluppo;2007;1408590120.0000
Lazio;Ricerca e Sviluppo;2008;1309071400.0000
Lazio;Ricerca e Sviluppo;2009;1507032520.0000
Lazio;Ricerca e Sviluppo;2010;1465665670.0000
Lazio;Ricerca e Sviluppo;2011;1431100760.0000
Lazio;Ricerca e Sviluppo;2012;1656762760.0000
Lazio;Ricerca e Sviluppo;2013;1358889950.0000
Lazio;Ricerca e Sviluppo;2014;1247621660.0000
Lazio;Ricerca e Sviluppo;2015;1252012640.0000
Lazio;Ricerca e Sviluppo;2016;1314357480.0000
Lazio;Ricerca e Sviluppo;2017;1270121320.0000
Lazio;Ricerca e Sviluppo;2018;1418158540.0000
Lazio;Ricerca e Sviluppo;2019;1873407360.0000
Lazio;Ricerca e Sviluppo;2020;1987360580.0000
Lazio;Ricerca e Sviluppo;2021;1589303580.0000
Lazio;Cultura e servizi ricreativi;2000;2152989520.0000
Lazio;Cultura e servizi ricreativi;2001;3305268500.0000
Lazio;Cultura e servizi ricreativi;2002;2220046490.0000
Lazio;Cultura e servizi ricreativi;2003;2944531890.0000
Lazio;Cultura e servizi ricreativi;2004;2833116500.0000
Lazio;Cultura e servizi ricreativi;2005;2511394250.0000
Lazio;Cultura e servizi ricreativi;2006;2154776790.0000
Lazio;Cultura e servizi ricreativi;2007;2273321410.0000
Lazio;Cultura e servizi ricreativi;2008;1771096780.0000
Lazio;Cultura e servizi ricreativi;2009;2081212670.0000
Lazio;Cultura e servizi ricreativi;2010;1868438180.0000
Lazio;Cultura e servizi ricreativi;2011;1837941830.0000
Lazio;Cultura e servizi ricreativi;2012;1762257480.0000
Lazio;Cultura e servizi ricreativi;2013;1633347510.0000
Lazio;Cultura e servizi ricreativi;2014;1621090890.0000
Lazio;Cultura e servizi ricreativi;2015;1712222400.0000
Lazio;Cultura e servizi ricreativi;2016;1764982130.0000
Lazio;Cultura e servizi ricreativi;2017;1675400360.0000
Lazio;Cultura e servizi ricreativi;2018;1888809780.0000
Lazio;Cultura e servizi ricreativi;2019;1635946990.0000
Lazio;Cultura e servizi ricreativi;2020;1711749900.0000
Lazio;Cultura e servizi ricreativi;2021;2094271520.0000
Lazio;Edilizia abitativa e urbanistica;2000;474918820.0000
Lazio;Edilizia abitativa e urbanistica;2001;602056370.0000
Lazio;Edilizia abitativa e urbanistica;2002;1220375740.0000
Lazio;Edilizia abitativa e urbanistica;2003;1088094100.0000
Lazio;Edilizia abitativa e urbanistica;2004;1047686660.0000
Lazio;Edilizia abitativa e urbanistica;2005;1235459720.0000
Lazio;Edilizia abitativa e urbanistica;2006;1029972840.0000
Lazio;Edilizia abitativa e urbanistica;2007;1020461560.0000
Lazio;Edilizia abitativa e urbanistica;2008;793872320.0000
Lazio;Edilizia abitativa e urbanistica;2009;737735970.0000
Lazio;Edilizia abitativa e urbanistica;2010;775092400.0000
Lazio;Edilizia abitativa e urbanistica;2011;770319900.0000
Lazio;Edilizia abitativa e urbanistica;2012;757372750.0000
Lazio;Edilizia abitativa e urbanistica;2013;1210313640.0000
Lazio;Edilizia abitativa e urbanistica;2014;771991910.0000
Lazio;Edilizia abitativa e urbanistica;2015;597280440.0000
Lazio;Edilizia abitativa e urbanistica;2016;514824610.0000
Lazio;Edilizia abitativa e urbanistica;2017;873926740.0000
Lazio;Edilizia abitativa e urbanistica;2018;740244590.0000
Lazio;Edilizia abitativa e urbanistica;2019;505621910.0000
Lazio;Edilizia abitativa e urbanistica;2020;427905790.0000
Lazio;Edilizia abitativa e urbanistica;2021;498801650.0000
Lazio;Sanità;2000;5771153930.0000
Lazio;Sanità;2001;5777824700.0000
Lazio;Sanità;2002;6086126420.0000
Lazio;Sanità;2003;7180338470.0000
Lazio;Sanità;2004;6388230080.0000
Lazio;Sanità;2005;8704293850.0000
Lazio;Sanità;2006;9136200880.0000
Lazio;Sanità;2007;10187524610.0000
Lazio;Sanità;2008;10232174610.0000
Lazio;Sanità;2009;9660074320.0000
Lazio;Sanità;2010;10260589790.0000
Lazio;Sanità;2011;11778408680.0000
Lazio;Sanità;2012;11075157510.0000
Lazio;Sanità;2013;11012494650.0000
Lazio;Sanità;2014;14566134180.0000
Lazio;Sanità;2015;11356524420.0000
Lazio;Sanità;2016;12025071040.0000
Lazio;Sanità;2017;11870639880.0000
Lazio;Sanità;2018;12164555830.0000
Lazio;Sanità;2019;11425265230.0000
Lazio;Sanità;2020;11952441660.0000
Lazio;Sanità;2021;12790535360.0000
Lazio;Interventi in campo sociale;2000;3156212510.0000
Lazio;Interventi in campo sociale;2001;3290421270.0000
Lazio;Interventi in campo sociale;2002;3671705490.0000
Lazio;Interventi in campo sociale;2003;3757741100.0000
Lazio;Interventi in campo sociale;2004;3780893710.0000
Lazio;Interventi in campo sociale;2005;4059239790.0000
Lazio;Interventi in campo sociale;2006;4148648320.0000
Lazio;Interventi in campo sociale;2007;4757289710.0000
Lazio;Interventi in campo sociale;2008;4606290390.0000
Lazio;Interventi in campo sociale;2009;5330988870.0000
Lazio;Interventi in campo sociale;2010;5169626100.0000
Lazio;Interventi in campo sociale;2011;5262422410.0000
Lazio;Interventi in campo sociale;2012;5666247980.0000
Lazio;Interventi in campo sociale;2013;6122200690.0000
Lazio;Interventi in campo sociale;2014;6138852820.0000
Lazio;Interventi in campo sociale;2015;7505378630.0000
Lazio;Interventi in campo sociale;2016;7268255960.0000
Lazio;Interventi in campo sociale;2017;7218908890.0000
Lazio;Interventi in campo sociale;2018;7509316780.0000
Lazio;Interventi in campo sociale;2019;8125077840.0000
Lazio;Interventi in campo sociale;2020;9784808570.0000
Lazio;Interventi in campo sociale;2021;10391854480.0000
Lazio;Servizio Idrico Integrato;2000;241853130.0000
Lazio;Servizio Idrico Integrato;2001;426827040.0000
Lazio;Servizio Idrico Integrato;2002;536382310.0000
Lazio;Servizio Idrico Integrato;2003;797074060.0000
Lazio;Servizio Idrico Integrato;2004;1053729620.0000
Lazio;Servizio Idrico Integrato;2005;853354710.0000
Lazio;Servizio Idrico Integrato;2006;1102945260.0000
Lazio;Servizio Idrico Integrato;2007;1731906620.0000
Lazio;Servizio Idrico Integrato;2008;1327325890.0000
Lazio;Servizio Idrico Integrato;2009;1185898580.0000
Lazio;Servizio Idrico Integrato;2010;647838230.0000
Lazio;Servizio Idrico Integrato;2011;1237448440.0000
Lazio;Servizio Idrico Integrato;2012;1258838080.0000
Lazio;Servizio Idrico Integrato;2013;1350775230.0000
Lazio;Servizio Idrico Integrato;2014;1262034160.0000
Lazio;Servizio Idrico Integrato;2015;1216924750.0000
Lazio;Servizio Idrico Integrato;2016;1116884660.0000
Lazio;Servizio Idrico Integrato;2017;1256059340.0000
Lazio;Servizio Idrico Integrato;2018;1262902720.0000
Lazio;Servizio Idrico Integrato;2019;1384451100.0000
Lazio;Servizio Idrico Integrato;2020;1389987120.0000
Lazio;Servizio Idrico Integrato;2021;1594696660.0000
Lazio;Ambiente;2000;321366620.0000
Lazio;Ambiente;2001;301167190.0000
Lazio;Ambiente;2002;355229130.0000
Lazio;Ambiente;2003;538250490.0000
Lazio;Ambiente;2004;539474480.0000
Lazio;Ambiente;2005;627488340.0000
Lazio;Ambiente;2006;570472090.0000
Lazio;Ambiente;2007;703739240.0000
Lazio;Ambiente;2008;599588380.0000
Lazio;Ambiente;2009;667085060.0000
Lazio;Ambiente;2010;594383240.0000
Lazio;Ambiente;2011;681568180.0000
Lazio;Ambiente;2012;745195390.0000
Lazio;Ambiente;2013;693414990.0000
Lazio;Ambiente;2014;665647750.0000
Lazio;Ambiente;2015;732310790.0000
Lazio;Ambiente;2016;747991610.0000
Lazio;Ambiente;2017;604862610.0000
Lazio;Ambiente;2018;563349450.0000
Lazio;Ambiente;2019;811370860.0000
Lazio;Ambiente;2020;701228090.0000
Lazio;Ambiente;2021;802004100.0000
Lazio;Smaltimento dei Rifiuti;2000;639944050.0000
Lazio;Smaltimento dei Rifiuti;2001;1187311830.0000
Lazio;Smaltimento dei Rifiuti;2002;644749340.0000
Lazio;Smaltimento dei Rifiuti;2003;723846800.0000
Lazio;Smaltimento dei Rifiuti;2004;662080450.0000
Lazio;Smaltimento dei Rifiuti;2005;686485400.0000
Lazio;Smaltimento dei Rifiuti;2006;888448130.0000
Lazio;Smaltimento dei Rifiuti;2007;884994380.0000
Lazio;Smaltimento dei Rifiuti;2008;646469720.0000
Lazio;Smaltimento dei Rifiuti;2009;849241820.0000
Lazio;Smaltimento dei Rifiuti;2010;1084331860.0000
Lazio;Smaltimento dei Rifiuti;2011;1136836380.0000
Lazio;Smaltimento dei Rifiuti;2012;906455340.0000
Lazio;Smaltimento dei Rifiuti;2013;1009779050.0000
Lazio;Smaltimento dei Rifiuti;2014;909281030.0000
Lazio;Smaltimento dei Rifiuti;2015;1275703380.0000
Lazio;Smaltimento dei Rifiuti;2016;1244535480.0000
Lazio;Smaltimento dei Rifiuti;2017;866740640.0000
Lazio;Smaltimento dei Rifiuti;2018;855844120.0000
Lazio;Smaltimento dei Rifiuti;2019;867505590.0000
Lazio;Smaltimento dei Rifiuti;2020;1231768980.0000
Lazio;Smaltimento dei Rifiuti;2021;1164162630.0000
Lazio;Altri interventi igenico sanitari;2000;78600370.0000
Lazio;Altri interventi igenico sanitari;2001;111220310.0000
Lazio;Altri interventi igenico sanitari;2002;124704520.0000
Lazio;Altri interventi igenico sanitari;2003;112274530.0000
Lazio;Altri interventi igenico sanitari;2004;114376080.0000
Lazio;Altri interventi igenico sanitari;2005;128510930.0000
Lazio;Altri interventi igenico sanitari;2006;125211630.0000
Lazio;Altri interventi igenico sanitari;2007;143641290.0000
Lazio;Altri interventi igenico sanitari;2008;120868090.0000
Lazio;Altri interventi igenico sanitari;2009;126670060.0000
Lazio;Altri interventi igenico sanitari;2010;125990410.0000
Lazio;Altri interventi igenico sanitari;2011;124250990.0000
Lazio;Altri interventi igenico sanitari;2012;121667510.0000
Lazio;Altri interventi igenico sanitari;2013;106631740.0000
Lazio;Altri interventi igenico sanitari;2014;103862060.0000
Lazio;Altri interventi igenico sanitari;2015;99615980.0000
Lazio;Altri interventi igenico sanitari;2016;97637060.0000
Lazio;Altri interventi igenico sanitari;2017;99506010.0000
Lazio;Altri interventi igenico sanitari;2018;81236890.0000
Lazio;Altri interventi igenico sanitari;2019;123148840.0000
Lazio;Altri interventi igenico sanitari;2020;109648290.0000
Lazio;Altri interventi igenico sanitari;2021;112456330.0000
Lazio;Lavoro;2000;698789510.0000
Lazio;Lavoro;2001;875202610.0000
Lazio;Lavoro;2002;1330749940.0000
Lazio;Lavoro;2003;1401551140.0000
Lazio;Lavoro;2004;1512154530.0000
Lazio;Lavoro;2005;1521445980.0000
Lazio;Lavoro;2006;1529747950.0000
Lazio;Lavoro;2007;1986384090.0000
Lazio;Lavoro;2008;2440126140.0000
Lazio;Lavoro;2009;3026410380.0000
Lazio;Lavoro;2010;3300203460.0000
Lazio;Lavoro;2011;3134311260.0000
Lazio;Lavoro;2012;3299055140.0000
Lazio;Lavoro;2013;3516562370.0000
Lazio;Lavoro;2014;3390134600.0000
Lazio;Lavoro;2015;3775760490.0000
Lazio;Lavoro;2016;4372516400.0000
Lazio;Lavoro;2017;4257249720.0000
Lazio;Lavoro;2018;4100350530.0000
Lazio;Lavoro;2019;3720508440.0000
Lazio;Lavoro;2020;5154337300.0000
Lazio;Lavoro;2021;5177822170.0000
Lazio;Previdenza e Integrazioni Salariali;2000;19598872750.0000
Lazio;Previdenza e Integrazioni Salariali;2001;20532528860.0000
Lazio;Previdenza e Integrazioni Salariali;2002;21085719940.0000
Lazio;Previdenza e Integrazioni Salariali;2003;21488773810.0000
Lazio;Previdenza e Integrazioni Salariali;2004;22383781710.0000
Lazio;Previdenza e Integrazioni Salariali;2005;23764942800.0000
Lazio;Previdenza e Integrazioni Salariali;2006;23487450520.0000
Lazio;Previdenza e Integrazioni Salariali;2007;26329396300.0000
Lazio;Previdenza e Integrazioni Salariali;2008;27207204720.0000
Lazio;Previdenza e Integrazioni Salariali;2009;27840829890.0000
Lazio;Previdenza e Integrazioni Salariali;2010;28417482820.0000
Lazio;Previdenza e Integrazioni Salariali;2011;29264453620.0000
Lazio;Previdenza e Integrazioni Salariali;2012;28973231020.0000
Lazio;Previdenza e Integrazioni Salariali;2013;29472123190.0000
Lazio;Previdenza e Integrazioni Salariali;2014;29528552080.0000
Lazio;Previdenza e Integrazioni Salariali;2015;30016886430.0000
Lazio;Previdenza e Integrazioni Salariali;2016;29847464300.0000
Lazio;Previdenza e Integrazioni Salariali;2017;30148468180.0000
Lazio;Previdenza e Integrazioni Salariali;2018;30898633620.0000
Lazio;Previdenza e Integrazioni Salariali;2019;32008697490.0000
Lazio;Previdenza e Integrazioni Salariali;2020;32499006790.0000
Lazio;Previdenza e Integrazioni Salariali;2021;33044172880.0000
Lazio;Altri trasporti;2000;4470076580.0000
Lazio;Altri trasporti;2001;9299759400.0000
Lazio;Altri trasporti;2002;6506154220.0000
Lazio;Altri trasporti;2003;6194143640.0000
Lazio;Altri trasporti;2004;6238800610.0000
Lazio;Altri trasporti;2005;7417848430.0000
Lazio;Altri trasporti;2006;7662608960.0000
Lazio;Altri trasporti;2007;8701364450.0000
Lazio;Altri trasporti;2008;5161657350.0000
Lazio;Altri trasporti;2009;6175421050.0000
Lazio;Altri trasporti;2010;5351202470.0000
Lazio;Altri trasporti;2011;5989176840.0000
Lazio;Altri trasporti;2012;5157571310.0000
Lazio;Altri trasporti;2013;5438639170.0000
Lazio;Altri trasporti;2014;4773151100.0000
Lazio;Altri trasporti;2015;5149246180.0000
Lazio;Altri trasporti;2016;4427541830.0000
Lazio;Altri trasporti;2017;4985062150.0000
Lazio;Altri trasporti;2018;4056658560.0000
Lazio;Altri trasporti;2019;4171158020.0000
Lazio;Altri trasporti;2020;4545281580.0000
